Is Title I,Is Charter,Is Magnet,Number Students,Number Fulltime Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Average Standard Score (2014)
No,0,0,509,28.5,17.8,0.409,0.012,0.002,0.008,0.383,0.002,0.016,0.578,45.88707
Yes,0,1,726,37.8,19.1,0.675,0.096,0.011,0.021,0.482,0.007,0.033,0.35,45.84314
No,0,0,691,33.2,20.8,0.436,0.006,0.003,0.038,0.52,0,0.02,0.414,45.81164
No,0,0,403,24.9,16.1,0.223,0.002,0.005,0.007,0.124,0,0.025,0.836,45.71845
Yes,0,0,376,23.5,16,0.54,0.003,0.003,0.008,0.348,0,0.027,0.612,45.62543
Yes,0,0,380,27.5,13.8,0.411,0.026,0.003,0.039,0.247,0,0.082,0.603,45.42355
Yes,0,0,229,16.6,13.7,0.336,0,0,0,0.096,0,0,0.904,45.29664
Yes,1,0,243,22.6,10.7,0.815,0.374,0.004,0.008,0.477,0,0.053,0.082,45.256
Yes,0,0,95,7.4,12.7,0.495,0,0,0.011,0.032,0,0.011,0.947,45.22775
Yes,0,1,748,44,17,0.69,0.012,0.005,0.024,0.754,0.001,0.023,0.18,45.20221
Yes,0,0,375,17,22,0.515,0,0.011,0,0.203,0,0.067,0.72,45.03764
Yes,0,0,576,34.2,16.8,0.757,0.019,0.005,0.061,0.722,0.007,0.03,0.156,44.88164
No,1,0,758,37.6,20.1,0.364,0.012,0.003,0.055,0.409,0.003,0.051,0.467,44.82564
Yes,0,0,152,14.6,10.4,0.822,0.02,0.013,0.026,0.382,0,0.079,0.48,44.61045
No,0,0,620,30.9,20,0.527,0.008,0.002,0.008,0.55,0,0.035,0.397,44.55593
Yes,0,0,117,9.7,12,0.513,0,0,0.009,0.094,0,0.017,0.88,44.40625
Yes,0,0,403,24.2,16.6,0.407,0.002,0.015,0,0.231,0,0.032,0.72,44.13209
Yes,0,0,741,44.3,16.7,0.48,0.182,0.009,0.018,0.209,0.024,0.089,0.468,44.08418
Yes,0,0,485,35,13.8,0.604,0.161,0.002,0,0.256,0.01,0.085,0.487,43.87818
Yes,0,0,245,15.6,15.6,0.482,0.004,0,0.004,0.139,0,0.041,0.812,43.73673
Yes,0,0,479,31.6,15.1,0.762,0.19,0.017,0.015,0.524,0.006,0.058,0.19,43.65909
Yes,0,0,325,22,14.7,0.495,0.003,0.028,0.003,0.117,0,0.028,0.822,43.60173
No,0,0,342,18.8,18.1,0.556,0.02,0,0.029,0.374,0,0.038,0.538,43.59043
No,1,0,388,26.8,14.4,0.235,0.021,0.003,0.023,0.134,0.008,0.08,0.732,43.56507
Yes,0,0,622,43.5,14.2,0.421,0.008,0.005,0.003,0.257,0,0.011,0.715,43.52655
Yes,0,0,483,23,21,0.797,0.008,0.017,0.004,0.762,0.002,0.041,0.166,43.45836
No,0,0,354,23.8,14.8,0.429,0,0.008,0.003,0.579,0,0.014,0.395,43.27464
No,0,0,703,38.1,18.4,0.408,0.105,0.006,0.047,0.243,0.004,0.075,0.519,43.20364
Yes,0,0,130,8,16.2,0.762,0.023,0,0,0.254,0,0.031,0.692,43.162
No,0,0,449,23.7,18.9,0.532,0.011,0.011,0.011,0.276,0,0.011,0.679,43.09727
Yes,0,0,480,32.5,14.7,0.713,0.071,0.013,0.006,0.313,0.01,0.083,0.504,43.08164
Yes,0,0,446,30.7,14.5,0.509,0.009,0.004,0.002,0.657,0.002,0.025,0.3,43.03345
Yes,0,0,670,43,15.5,0.264,0.001,0.037,0.006,0.157,0,0.034,0.764,42.932
No,0,0,688,33.4,20.5,0.365,0.174,0.001,0.041,0.321,0.006,0.078,0.378,42.89043
No,0,0,304,18.1,16.7,0.375,0.003,0.01,0.003,0.201,0,0.036,0.747,42.87464
No,0,0,389,17.5,22.2,0.355,0.003,0.015,0.028,0.203,0,0.036,0.715,42.67564
Yes,0,0,593,29.8,19.8,0.509,0.196,0.007,0.027,0.265,0.012,0.094,0.4,42.58618
No,0,0,351,17.6,19.8,0.621,0.034,0.009,0.043,0.311,0.006,0.057,0.541,42.49157
No,0,1,297,16.9,17.5,0.387,0.03,0.024,0.03,0.209,0,0.034,0.673,42.41673
No,1,0,445,30.8,14.4,0.6,0.009,0.007,0,0.661,0,0.011,0.312,42.36907
No,0,0,539,24.3,22.1,0.495,0.2,0.011,0.052,0.315,0,0.056,0.365,42.34036
Yes,0,0,211,15.4,13.7,0.621,0,0,0,0.569,0,0.005,0.427,42.22709
Yes,0,0,197,17.3,11.3,0.645,0.015,0.005,0.01,0.284,0,0.02,0.665,42.17855
Yes,0,0,158,10.6,14.7,0.519,0,0,0,0.203,0,0.019,0.778,42.00371
Yes,0,0,371,23.5,15.7,0.555,0,0.016,0.005,0.472,0,0.022,0.485,42.00336
No,0,0,347,18.8,18.4,0.452,0.009,0.003,0.006,0.21,0.006,0.037,0.729,41.95543
Yes,0,0,286,20,14.3,0.727,0.045,0.017,0.017,0.448,0.017,0.059,0.395,41.85336
Yes,0,0,388,22,17.6,0.482,0.015,0,0.005,0.487,0,0.01,0.482,41.72271
No,0,0,397,17.2,23,0.36,0.003,0,0.015,0.592,0,0.03,0.36,41.63464
Yes,0,0,535,35.4,15.1,0.701,0.032,0.002,0.002,0.279,0.002,0.049,0.636,41.60655
Yes,0,0,214,15.2,14,0.65,0.009,0.014,0.005,0.224,0,0.042,0.706,41.41618
Yes,0,0,158,10.3,15.2,0.399,0,0.006,0,0.139,0,0.006,0.848,41.32045
Yes,0,0,469,26.3,17.8,0.426,0.015,0.004,0.006,0.117,0.002,0.028,0.827,41.01609
Yes,0,0,174,13.5,12.8,0.563,0,0.011,0,0.27,0,0.023,0.695,40.96691
No,1,0,498,21.6,23,0.155,0.008,0.004,0.016,0.122,0,0.036,0.813,40.92479
Yes,0,0,491,37.4,13.1,0.593,0.01,0.008,0.031,0.621,0,0.024,0.305,40.89936
No,0,0,271,17,15.9,0.373,0.004,0.011,0.007,0.148,0,0.015,0.815,40.777
Yes,0,0,351,24.9,14,0.496,0.014,0,0.074,0.436,0.011,0.046,0.419,40.76964
No,0,0,276,20.9,13.2,0.46,0.011,0.007,0.022,0.283,0.004,0.043,0.63,40.69343
Yes,0,0,732,44.9,16.2,0.637,0.001,0.008,0.004,0.143,0.004,0.027,0.811,40.63786
Yes,0,0,146,9.5,15.2,0.651,0.007,0,0,0.178,0,0.041,0.774,40.35971
Yes,0,0,179,12.9,13.7,0.48,0,0,0.017,0.52,0,0,0.464,40.35043
No,0,0,536,27.8,19.2,0.425,0.116,0.007,0.015,0.254,0.006,0.09,0.513,40.30009
No,0,0,497,28.8,17.2,0.736,0.064,0.012,0.034,0.302,0.006,0.089,0.493,40.21182
No,0,0,538,28.5,18.8,0.387,0.011,0.002,0.006,0.162,0.004,0.048,0.768,40.18427
No,1,0,377,16.4,22.9,0.21,0.011,0.003,0.008,0.106,0,0.045,0.828,40.09043
No,0,0,552,28.5,19.3,0.368,0.009,0,0.005,0.194,0,0.036,0.755,39.75045
Yes,0,0,256,22.5,11.3,0.859,0.004,0,0.004,0.789,0,0.027,0.176,39.71555
Yes,0,0,354,26.4,13.3,0.328,0.028,0.003,0.09,0.297,0.003,0.031,0.548,39.60355
Yes,0,0,333,24.6,13.5,0.802,0.027,0.012,0.042,0.613,0,0.039,0.267,39.57127
No,0,0,203,13.1,15.4,0.626,0.01,0.005,0.02,0.31,0,0.054,0.601,39.49057
Yes,0,0,271,22.5,12,0.86,0.159,0.004,0.015,0.354,0,0.103,0.365,39.41927
Yes,0,0,224,17.3,12.9,0.804,0,0.009,0,0.616,0,0.054,0.321,39.41145
No,0,0,343,17.1,19.9,0.647,0.009,0.003,0.015,0.379,0,0.05,0.545,39.1
Yes,0,0,484,34.9,13.8,0.537,0.182,0.006,0.05,0.283,0,0.07,0.409,39.08755
Yes,0,0,285,19.5,14.6,0.561,0,0.007,0,0.347,0,0.035,0.611,39.07918
Yes,0,0,498,27.9,17.8,0.488,0.11,0.008,0.018,0.311,0.004,0.09,0.458,38.88318
No,1,0,404,19.2,20.9,0.104,0.005,0.007,0,0.059,0,0.027,0.901,38.86036
No,1,0,691,35,19.7,0.427,0.02,0.003,0.016,0.457,0.003,0.032,0.469,38.82279
Yes,0,0,241,20.4,11.7,0.51,0.004,0,0.017,0.178,0,0.029,0.772,38.77729
Yes,0,0,488,32.4,15,0.691,0.164,0.014,0.008,0.266,0.014,0.074,0.459,38.59436
No,0,0,424,23,18.4,0.422,0.009,0.005,0.014,0.182,0,0.019,0.771,38.47045
Yes,0,0,180,13.1,13.6,0.328,0,0,0.017,0.117,0,0.028,0.839,38.436
Yes,0,0,274,18.2,15,0.489,0,0.007,0,0.15,0,0.018,0.825,38.42464
Yes,0,0,314,22.1,14.1,0.764,0.003,0,0.003,0.567,0,0.01,0.417,38.381
Yes,0,0,531,33.6,15.7,0.687,0,0.013,0.004,0.418,0.002,0.024,0.539,38.12991
Yes,0,0,149,9.6,15.3,0.477,0,0.007,0,0.013,0,0.007,0.973,38.01636
No,0,0,428,25.6,16.6,0.453,0.143,0.005,0.026,0.276,0.002,0.089,0.46,38.00136
Yes,0,0,388,24.3,15.9,0.722,0.003,0.01,0.018,0.168,0.003,0.039,0.76,37.84055
No,0,0,220,17.7,12.3,0.595,0.014,0,0.009,0.268,0,0.032,0.677,37.82591
Yes,0,0,572,36.5,15.6,0.353,0.058,0.007,0.035,0.194,0.009,0.068,0.629,37.74564
Yes,0,0,380,20.8,18.2,0.695,0.021,0.008,0.037,0.355,0,0.037,0.542,37.48636
Yes,0,0,508,29.2,17.3,0.774,0.022,0.004,0.016,0.778,0,0.004,0.177,37.397
Yes,0,0,330,17.5,18.8,0.903,0,0.012,0,0.897,0,0.006,0.085,37.37927
Yes,0,0,508,34.1,14.8,0.549,0.01,0.01,0.008,0.37,0,0.022,0.581,37.34971
Yes,0,0,346,11.5,30,0.54,0.035,0.006,0.012,0.277,0,0.026,0.645,37.21443
No,0,0,561,33.3,16.8,0.378,0.143,0.004,0.032,0.248,0.002,0.075,0.497,37.00282
No,0,0,428,27,15.8,0.745,0.012,0.005,0.03,0.526,0,0.021,0.407,36.98191
No,0,0,415,26.2,15.8,0.716,0.01,0,0.01,0.561,0,0.007,0.412,36.907
Yes,0,0,363,20.7,17.5,0.84,0.008,0.011,0.028,0.738,0,0.025,0.19,36.80882
Yes,0,0,774,42.5,18.2,0.922,0.014,0.008,0.039,0.858,0,0.006,0.075,36.71155
Yes,0,0,306,21.1,14.5,0.784,0.049,0.013,0.003,0.448,0.003,0.072,0.412,36.50836
Yes,0,0,299,20.9,14.2,0.793,0.157,0.03,0.017,0.411,0,0.08,0.304,36.48845
No,0,0,603,31,19.4,0.66,0.013,0.008,0.003,0.713,0.002,0.015,0.245,36.45486
Yes,0,0,328,26,12.5,0.497,0.006,0.082,0.003,0.256,0,0.021,0.631,36.18009
Yes,0,0,303,20.8,14.5,0.838,0.076,0.01,0.003,0.746,0,0.013,0.152,36.17686
Yes,0,0,1017,60.4,16.8,0.815,0.008,0.005,0.011,0.691,0,0.01,0.275,35.92755
No,0,0,392,14.1,27.6,0.444,0.013,0.008,0.02,0.398,0.005,0.018,0.538,35.91079
Yes,0,0,323,17.8,18.1,0.718,0.022,0.022,0.019,0.396,0.019,0.022,0.502,35.8945
Yes,0,0,473,33.4,14.1,0.44,0.002,0.004,0.004,0.638,0,0.021,0.33,35.83282
No,0,0,334,20.9,15.9,0.509,0.003,0.003,0.006,0.593,0,0.009,0.386,35.823
Yes,0,0,112,7.7,14.4,0.616,0,0,0,0.232,0,0.036,0.732,35.72314
Yes,0,0,280,18.8,14.8,0.811,0.011,0.004,0,0.746,0.004,0.004,0.232,35.69093
Yes,0,0,526,35.4,14.8,0.656,0,0.004,0.023,0.329,0,0.008,0.637,35.64018
No,0,0,479,29.5,16.2,0.67,0.317,0.008,0.023,0.261,0.004,0.054,0.332,35.51718
Yes,0,0,382,24.4,15.6,0.584,0.003,0,0.003,0.377,0,0.013,0.605,35.11873
Yes,1,0,354,20.6,17.1,0.907,0.003,0,0,0.949,0,0.003,0.045,35.11429
Yes,0,0,761,51.9,14.6,0.623,0.31,0.007,0.049,0.34,0.004,0.057,0.234,35.08791
Yes,0,0,174,17.6,9.8,0.402,0.011,0.006,0,0.086,0,0.011,0.885,34.98855
Yes,0,0,347,25.3,13.6,0.562,0.052,0.017,0.003,0.285,0.009,0.121,0.513,34.904
No,0,0,376,21.9,17.1,0.697,0.04,0.011,0.072,0.574,0,0.024,0.279,34.73873
Yes,0,0,357,27.5,12.9,0.482,0.064,0.003,0.006,0.275,0.006,0.076,0.571,34.67318
Yes,0,0,519,39.6,13.1,0.491,0.006,0.004,0.004,0.62,0,0.021,0.345,34.304
Yes,0,0,432,21.7,19.8,0.583,0.007,0.007,0.049,0.674,0,0.016,0.248,34.26829
Yes,0,0,455,27.4,16.5,0.734,0.02,0.004,0,0.466,0,0.057,0.453,34.13909
Yes,0,0,732,42.3,17.2,0.667,0.005,0.003,0.008,0.694,0.001,0.008,0.28,34.13427
Yes,0,0,354,26,13.6,0.828,0.153,0.006,0.006,0.576,0,0.042,0.218,33.73709
Yes,0,0,204,14.3,14.2,0.451,0.01,0.005,0.005,0.088,0,0.02,0.873,33.71291
No,0,0,444,21.2,20.9,0.73,0.02,0.005,0,0.637,0,0.009,0.329,33.60779
No,0,0,378,17.1,21.9,0.595,0.029,0,0.013,0.283,0,0.034,0.64,33.12064
Yes,0,0,505,27.1,18.6,0.624,0.006,0.004,0.002,0.477,0,0.028,0.483,33.02909
No,0,0,2161,55.3,39,0.394,0.035,0.008,0.012,0.22,0.001,0.063,0.661,32.85636
No,0,0,507,28.5,17.7,0.604,0.043,0.002,0.014,0.306,0.004,0.071,0.56,32.78755
Yes,0,0,342,25.3,13.5,0.573,0,0.006,0.003,0.336,0,0.02,0.635,32.61891
Yes,1,0,1115,76.3,14.5,0.744,0.013,0.007,0.007,0.849,0.003,0.007,0.113,32.47864
No,0,0,418,21.5,19.4,0.507,0.014,0,0.031,0.328,0.002,0.031,0.593,32.44818
Yes,0,0,660,42.8,15.4,0.762,0.123,0.003,0.05,0.579,0.002,0.036,0.208,32.38009
Yes,0,0,297,24.6,12,0.643,0.003,0.003,0.003,0.468,0.003,0.034,0.485,32.36309
Yes,0,0,668,35.6,18.7,0.436,0.195,0.007,0.034,0.246,0.001,0.087,0.43,32.28373
Yes,0,0,398,26.9,14.7,0.854,0.138,0.013,0.003,0.563,0.003,0.045,0.236,32.01982
Yes,0,0,469,31.8,14.7,0.791,0.009,0.004,0,0.362,0,0.021,0.603,32.00418
Yes,0,0,698,40.5,17.2,0.766,0.019,0.009,0.039,0.725,0.001,0.029,0.179,31.95
Yes,0,0,389,23.6,16.4,0.481,0.021,0.003,0.023,0.267,0.003,0.036,0.648,31.86807
Yes,0,0,559,42.2,13.2,0.542,0,0.004,0.002,0.574,0,0.011,0.41,31.66445
No,0,0,418,25.3,16.5,0.648,0.012,0.01,0.057,0.462,0.007,0.029,0.423,31.55882
No,0,0,561,28,19.9,0.713,0.021,0.014,0.011,0.61,0.004,0.025,0.316,31.5485
No,0,0,618,30.1,20.5,0.568,0.018,0.011,0.028,0.416,0,0.05,0.477,31.47471
Yes,0,0,299,17.6,16.9,0.488,0.007,0,0.003,0.291,0,0.023,0.676,31.44491
Yes,0,0,580,35,16.5,0.862,0.291,0.003,0.05,0.379,0.003,0.064,0.209,31.30573
Yes,0,0,327,25.2,12.9,0.719,0.006,0.012,0.006,0.609,0,0,0.367,31.19643
Yes,0,0,378,28.7,13.1,0.767,0.021,0.008,0.003,0.577,0.003,0.029,0.36,31.10555
Yes,0,0,198,15,13.1,0.823,0.01,0.015,0.005,0.389,0,0.051,0.53,31.01964
Yes,0,0,553,32.6,16.9,0.814,0.013,0.014,0.076,0.653,0.004,0.029,0.212,30.99279
Yes,0,0,320,22,14.5,0.825,0.003,0.003,0,0.691,0,0.022,0.281,30.84091
Yes,0,0,498,34.6,14.3,0.811,0.114,0.01,0.02,0.337,0,0.116,0.402,30.74573
Yes,0,0,574,32.7,17.5,0.794,0.214,0.01,0.068,0.477,0,0.03,0.2,30.14264
Yes,0,0,600,35.2,17,0.84,0.162,0.012,0.042,0.533,0.008,0.052,0.192,30.057
Yes,0,0,461,26.9,17.1,0.798,0.022,0.011,0.015,0.764,0.004,0.004,0.18,29.96191
Yes,0,0,117,10,11.7,0.547,0.009,0.009,0,0.248,0,0,0.735,29.83433
Yes,0,0,107,9.3,11.4,0.869,0.019,0,0,0.86,0,0,0.121,29.81267
Yes,0,0,286,16.6,17.1,0.594,0,0.003,0,0.766,0,0.007,0.224,29.75582
Yes,1,0,295,17.1,17.2,0.644,0.22,0.007,0.003,0.397,0.007,0.081,0.285,29.73129
No,0,0,356,18,19.7,0.413,0.008,0.008,0.02,0.197,0.003,0.056,0.708,29.52473
No,1,0,527,41.3,12.7,0.609,0.142,0.002,0.013,0.548,0,0.032,0.262,29.4345
Yes,0,0,396,19,20.8,0.568,0.018,0.003,0.043,0.414,0,0.035,0.487,29.43421
Yes,0,0,431,28.2,15.2,0.807,0.072,0.021,0.009,0.355,0.002,0.079,0.462,29.13118
No,0,0,265,16,16.5,0.577,0.068,0.004,0.011,0.181,0,0.125,0.611,29.10964
No,0,0,643,32,20,0.423,0.1,0.003,0.022,0.281,0.02,0.093,0.481,29.10273
Yes,0,0,414,24.2,17,0.645,0.007,0.012,0,0.498,0,0.022,0.461,28.72229
No,0,0,284,17.3,16.3,0.651,0.039,0.007,0.028,0.257,0.025,0.046,0.599,28.68164
No,0,0,366,23.2,15.7,0.566,0.03,0.008,0.014,0.273,0.008,0.093,0.574,28.61527
Yes,0,0,523,29,18,0.751,0.011,0.013,0.008,0.738,0.004,0.006,0.22,28.14845
No,1,0,374,20.6,18.1,0.008,0.005,0,0.008,0.12,0,0.08,0.786,27.9775
Yes,0,0,497,26,19,0.887,0.125,0.012,0.004,0.765,0.01,0.02,0.064,27.95309
Yes,0,0,857,45.8,18.6,0.819,0.015,0.002,0.008,0.854,0,0.015,0.105,27.93686
Yes,0,0,437,29.9,14.5,0.817,0.014,0.002,0.005,0.904,0,0.007,0.069,27.49364
Yes,0,0,430,26.5,16.2,0.709,0,0.005,0,0.509,0,0.023,0.463,27.43727
Yes,0,0,484,27.2,17.7,0.746,0.236,0.008,0.019,0.349,0,0.056,0.333,27.41514
Yes,0,0,534,32,16.6,0.496,0.002,0,0.002,0.479,0,0.009,0.507,27.26118
Yes,0,0,180,15.5,11.6,0.561,0,0,0,0.717,0,0.022,0.261,27.16536
Yes,0,0,349,26,13.4,0.808,0.04,0,0.023,0.464,0.011,0.063,0.398,27.10355
No,1,0,173,16.4,10.5,0.694,0.069,0,0.006,0.202,0,0.052,0.671,27.01955
Yes,0,0,157,13.1,11.9,0.554,0.013,0,0,0.051,0,0,0.936,26.739
No,0,0,700,33.4,20.9,0.459,0.259,0.006,0.076,0.366,0,0.054,0.24,26.69373
No,0,0,578,35.7,16.1,0.554,0.116,0.009,0.017,0.275,0.005,0.1,0.478,26.66455
Yes,0,0,441,23.2,18.9,0.884,0,0.005,0.002,0.959,0,0.009,0.025,26.50421
No,0,0,434,22.4,19.3,0.475,0.023,0.005,0.028,0.336,0.002,0.016,0.59,26.50373
Yes,0,0,602,43.3,13.8,0.827,0.028,0.015,0.023,0.49,0.008,0.032,0.404,26.14914
No,0,0,494,28.4,17.3,0.506,0.016,0.004,0.012,0.472,0,0.022,0.474,26.13964
Yes,0,0,487,31.1,15.6,0.832,0.018,0.004,0.025,0.731,0,0.025,0.197,26.11293
Yes,1,0,473,30.4,15.5,0.882,0.017,0.008,0,0.915,0.004,0,0.055,26.1015
Yes,0,0,334,14,23.8,0.308,0,0.012,0,0.09,0.003,0.012,0.883,25.57936
Yes,0,0,537,36.7,14.6,0.927,0.093,0.002,0.052,0.551,0.002,0.039,0.261,25.53255
Yes,0,0,387,39.5,9.7,0.806,0.021,0.008,0.021,0.605,0,0.023,0.323,25.31027
Yes,0,0,265,18.5,14.2,0.785,0.011,0.015,0.015,0.419,0,0.023,0.517,25.28782
Yes,0,0,721,36.8,19.5,0.788,0.298,0.01,0.032,0.513,0.015,0.051,0.08,25.14155
Yes,0,0,552,39,14.1,0.46,0.018,0.009,0.024,0.476,0.002,0.011,0.46,25.12157
Yes,0,0,335,24.6,13.5,0.773,0.224,0.009,0.024,0.4,0.012,0.048,0.284,25.10845
No,0,0,744,42.8,17.3,0.647,0.003,0.004,0.008,0.61,0,0.009,0.366,24.98507
Yes,0,0,300,23.1,12.9,0.643,0.02,0,0.007,0.66,0,0.02,0.293,24.91945
No,0,0,340,20.5,16.5,0.721,0.024,0,0,0.697,0,0.006,0.274,24.88036
No,0,0,446,24.7,18,0.758,0.007,0.007,0.013,0.608,0.004,0.02,0.341,24.80473
No,1,0,506,19.8,25.4,0.294,0.018,0.008,0.012,0.045,0,0.032,0.885,24.80086
Yes,0,0,284,21.1,13.4,0.796,0.004,0.021,0.014,0.602,0,0.039,0.32,24.76093
Yes,0,0,318,19.7,16.1,0.931,0.44,0.009,0.009,0.406,0.003,0.047,0.085,24.69971
Yes,0,0,125,8.7,14.2,0.328,0,0,0.008,0.144,0,0.024,0.824,24.6498
Yes,0,1,514,29,17.6,0.691,0.018,0.01,0.025,0.743,0,0.021,0.183,24.605
Yes,0,0,305,23.6,12.8,0.695,0.02,0,0.01,0.361,0.013,0.016,0.58,24.434
Yes,0,0,606,33.4,18.1,0.728,0,0.005,0,0.734,0,0.005,0.256,24.37473
Yes,0,0,617,35,17.6,0.853,0.326,0.003,0.036,0.488,0.006,0.055,0.086,24.35691
No,0,0,669,32.5,20.5,0.617,0.007,0.001,0.007,0.517,0.001,0.027,0.438,24.31618
Yes,0,0,425,28,15.1,0.981,0.355,0.009,0.002,0.565,0,0.033,0.035,24.256
Yes,0,0,342,21.5,15.9,0.766,0.018,0.015,0.053,0.643,0.006,0.012,0.254,24.23355
Yes,0,0,261,17.9,14.5,0.632,0.011,0,0.011,0.123,0.008,0.023,0.824,24.19591
Yes,0,0,409,24.1,16.9,0.753,0.007,0.005,0.012,0.362,0,0.029,0.584,23.89627
Yes,0,0,843,58.8,14.3,0.642,0.318,0.005,0.066,0.306,0.007,0.075,0.223,23.78873
Yes,0,0,238,18.7,12.7,0.916,0.13,0.008,0,0.403,0.004,0.084,0.37,23.643
Yes,0,0,382,25,15.2,0.563,0.01,0,0,0.662,0,0.018,0.309,23.02118
Yes,0,0,491,32.2,15.2,0.839,0.012,0.002,0.002,0.859,0,0.002,0.122,22.85927
No,0,0,548,34.1,16,0.443,0.013,0.004,0.015,0.29,0.004,0.029,0.646,22.58314
No,0,0,406,23.1,17.5,0.581,0.128,0.01,0.022,0.441,0,0.076,0.323,22.52091
Yes,0,0,348,22.3,15.5,0.922,0.009,0.006,0.049,0.83,0,0.014,0.092,22.502
No,0,0,440,26.5,16.5,0.95,0.007,0.005,0.009,0.716,0,0.016,0.248,22.49236
Yes,0,0,93,10.7,8.6,0.505,0.011,0,0,0.118,0,0.011,0.86,22.4405
Yes,0,0,104,10.6,9.7,0.423,0.01,0,0,0.115,0,0.029,0.846,22.40925
Yes,0,0,406,27.4,14.8,0.897,0.101,0.01,0.007,0.532,0,0.076,0.273,22.36845
Yes,0,0,659,36.2,18.1,0.88,0.009,0.005,0.03,0.839,0,0.011,0.106,22.33
Yes,0,0,488,30,16.2,0.951,0.016,0.006,0,0.922,0,0.002,0.053,22.15255
Yes,0,0,391,28.8,13.5,0.749,0.003,0.003,0.008,0.757,0,0.005,0.225,22.149
Yes,0,0,450,29.6,15.1,0.6,0.018,0.007,0.02,0.418,0,0.033,0.504,22.03773
Yes,0,1,284,18,15.7,0.687,0.014,0.007,0.011,0.725,0,0.025,0.218,21.9185
Yes,0,0,584,31.3,18.6,0.622,0.005,0.007,0.003,0.64,0,0.019,0.325,21.85693
Yes,0,0,318,16.5,19.2,0.843,0.277,0.013,0.022,0.588,0.006,0.044,0.05,21.73245
No,0,0,337,20,16.8,0.484,0.312,0.003,0.03,0.228,0,0.053,0.374,21.65418
No,1,0,790,44.1,17.9,0.6,0.301,0.01,0.029,0.449,0.001,0.01,0.199,21.56186
Yes,0,0,121,7.5,16.1,0.446,0.008,0,0,0.05,0,0.041,0.901,21.39382
Yes,0,0,218,13.8,15.7,0.752,0,0,0.023,0.413,0,0.009,0.555,21.35393
No,0,0,570,29.1,19.5,0.607,0.177,0.004,0.049,0.447,0.007,0.074,0.242,21.25973
No,1,0,2672,71.2,37.5,0.167,0.044,0.015,0.013,0.26,0.003,0,0.665,21.11264
Yes,0,0,377,25.6,14.6,0.899,0.729,0.008,0.003,0.18,0.003,0.034,0.042,21.08309
Yes,0,0,355,20,17.7,0.851,0.524,0.003,0.003,0.349,0.006,0.031,0.085,20.96782
Yes,0,0,506,26.1,19.3,0.877,0.028,0.006,0,0.808,0.006,0.02,0.132,20.91843
No,0,0,396,23.7,16.6,0.659,0.045,0.008,0.025,0.434,0.003,0.015,0.47,20.84818
No,0,0,423,1.7,241.7,0.189,0,0.005,0.002,0.045,0,0.026,0.922,20.80093
Yes,0,0,447,21.6,20.6,0.548,0.007,0.018,0.007,0.26,0.002,0.045,0.662,20.78545
Yes,0,0,388,23,16.8,0.691,0.003,0.013,0.005,0.729,0,0.018,0.232,20.58491
Yes,1,0,693,42.8,16.1,0.895,0.091,0.004,0.01,0.668,0.007,0.035,0.185,20.54209
Yes,0,0,316,22.9,13.7,0.791,0.016,0.022,0,0.886,0,0.009,0.066,20.38491
Yes,0,0,549,33.5,16.3,0.931,0.009,0.009,0.011,0.934,0,0.005,0.031,20.30427
No,0,0,435,23,18.9,0.628,0.011,0.011,0.044,0.437,0,0.016,0.48,20.13382
Yes,0,0,628,38.2,16.4,0.904,0.137,0,0.025,0.745,0.01,0.022,0.061,19.98555
No,0,0,492,22.1,22.2,0.683,0.171,0.014,0.022,0.508,0.008,0.049,0.228,19.38027
No,0,0,364,22.8,15.9,0.651,0.06,0.011,0.016,0.316,0.003,0.093,0.5,19.17955
Yes,0,1,829,56.3,14.7,0.935,0.144,0.001,0.004,0.818,0.001,0.021,0.012,19.12186
Yes,0,0,292,18.1,16.1,0.562,0,0.017,0,0.284,0,0.024,0.675,18.91045
Yes,0,0,496,29.9,16.5,0.798,0,0.002,0.002,0.367,0,0.03,0.599,18.809
Yes,0,0,323,22.8,14.1,0.885,0.009,0.006,0,0.901,0,0.003,0.08,18.69891
Yes,0,0,393,22.7,17.2,0.819,0.023,0.008,0.005,0.779,0,0.008,0.178,18.52336
Yes,0,0,311,26.7,11.6,0.781,0.006,0.026,0.006,0.788,0,0.006,0.167,18.23618
Yes,0,0,355,24.2,14.6,0.882,0.194,0.006,0.006,0.414,0,0.073,0.307,18.21527
Yes,0,0,373,24.3,15.3,0.936,0.003,0.005,0.059,0.799,0,0.011,0.123,18.06727
Yes,0,0,547,35.6,15.3,0.828,0.002,0.011,0.002,0.397,0.002,0.035,0.552,17.90809
Yes,0,0,460,27,17,0.948,0.035,0.024,0.1,0.8,0.002,0.009,0.03,17.77791
Yes,1,0,1053,51.9,20.2,0.63,0.006,0.009,0.036,0.701,0,0.006,0.243,17.75573
Yes,0,0,284,17,16.6,0.739,0.021,0.039,0.046,0.243,0,0.046,0.606,17.64393
Yes,0,0,369,28,13.1,0.873,0.008,0.003,0,0.829,0,0.011,0.149,17.52882
No,1,0,1088,70.7,15.3,0.574,0.178,0,0.046,0.526,0.002,0.07,0.178,17.47186
No,0,0,440,26.5,16.5,0.766,0.014,0.005,0.014,0.657,0,0.02,0.291,17.44209
